Fillingdate;EquivInterval;EquivMonth;IsDeadLine
"Must be submitted according to a schedule that the DIAN publishes every year:

- between 11 and 24 September 2018 for fiscal year 2017 (see
               Decree 1951 of 28 November 2017)

- between 9 and 22 July 2019 for fiscal year 2018 (see
               Decree 2442 of 27 December 2018)

- between 7 and 21 July 2020 for fiscal year 2019 (see
               Decree 2345 of 23 December 2019)

- between 7 and 20 September 2021 for fiscal year 2020 (see
               Decree 1680 of 17 December 2020) and

- between 7 and 20 September 2022 for fiscal year 2021 (see
               Decree 1778 of 20 December 2021)";9 month after end of Fiscal Year;30/09/2023;1
The Local File should be ready for submission upon request and must be prepared no later than 9 months after the end of the accounting period;9 month after end of Fiscal Year;30/09/2023;1
The documentation should be available and does not have to be filed (except for the audited financial statements, which must be filed with the income tax return unless the return is filed electronically). The documentation should be available by the due date for filing the income tax return, which should be filed within 9 months from the end of the financial year or by 31 March of the following year, whichever is later. The Commissioner typically extends this deadline by a couple of months for tax returns that are filed electronically;9 month after end of Fiscal Year;30/09/2023;1
9 months after the closing date of the fiscal year;9 month after end of Fiscal Year;30/09/2023;1
"Must be submitted according to a schedule that the DIAN publishes every year:

- between 11 and 24 September 2018 for fiscal year 2017 (see
               Decree 1951 of 28 November 2017)

- between 9 and 22 July 2019 for fiscal year 2018 (see
               Decree 2442 of 27 December 2018)

- between 7 and 21 July 2020 for fiscal year 2019 (see
               Decree 2345 of 23 December 2019)

- between 7 and 20 September 2021 for fiscal year 2020 (see
               Decree 1680 of 17 December 2020) and

- between 7 and 20 of September 2022 for fiscal year 2021 (see
               Decree 1778 of 20 December 2021)";9 month after end of Fiscal Year;30/09/2023;1
"Within 9 months from the end of the tax year. The last CIT-TP will be filed by 30 September 2019

The deadline for submitting the TP-R in 2020 and 2021 was extended, see section 13.6.4.";9 month after end of Fiscal Year;30/09/2023;1
No later than 1 September of the year following the reporting financial year;9 month after end of Fiscal Year;30/09/2023;1
"Must be submitted, along with the TP return (Formulario 120), if applicable, according to a schedule that the DIAN publishes every year:

- between 11 to 24 September 2018 for fiscal year 2017 (see
               Decree 1951 of 28 November 2017)

- between 9 and 22 July 2019 for reporting fiscal year 2018 (see
               Decree 2442 of 27 December 2018)

- between 7 and 21 July 2020 for reporting fiscal year 2019 (see
               Decree 2345 of 23 December 2019)

- between 7 and 20 September 2021 for reporting fiscal year 2020 (see
               Decree 1680 of 17 December 2020) and

- between 7 and 20 September 2022 for fiscal year 2021 (see
               Decree 1778 of 20 December 2021)";9 month after end of Fiscal Year;30/09/2023;1
"09/2021 (FYE 12/2020)
(specific date based on Tax ID
Number)";9 month after end of Fiscal Year;30/09/2023;1
"09/30/2022 (FYE 12/2021)
[By due date of tax return: 9
months after year-end]";9 month after end of Fiscal Year;30/09/2023;1
"10/01/2022 (FYE 12/2021)
[By October 1st of the year
following reporting year]";9 month after end of Fiscal Year;30/09/2023;1
1 October of the fiscal year following the Reporting fiscal year;9 month after end of Fiscal Year;30/09/2023;1
No later than 9 months after the end of the month in which the accounting period of the Constituent Entity ends;9 month after end of Fiscal Year;30/09/2023;1
To be submitted 180 days after the presentation of the Transfer Pricing return (which is to be submitted 120 days after the end of the financial year) via here;10 month after end of Fiscal Year;31/10/2023;1
To be submitted 180 days after the presentation of the Transfer Pricing return (which is to be submitted 120 days after the end of the financial year);10 month after end of Fiscal Year;31/10/2023;1
"The Local File should be available upon request during an audit

Upon filing the annual tax return, the taxpayer is bound to certify if an obligation to prepare a tax file exists. Within 9 months (as of 2022, within 10 months) from the end of the tax year the taxpayer must certify that the tax file is ready and available. For the tax year commencing in 2019, the management must also file e-confirmation that the applied prices are arm’s length

All taxpayers bound to prepare a Local File must file information on transfer prices (TPR), i.e. a simplified report on related-party transactions and events (source legislation: article 11t of the UPDOP and Dz.U. 2018 poz. 2487). Changes to TPR regulations and forms are envisaged (see 
               https://www.podatki.gov.pl/ceny-transferowe/wyjasnienia/zmiany-w-zakresie-posrednich-transakcji-rajowych/)

The deadline for submitting the confirmation of preparation of the Local File in 2020 and 2021 was extended, see section 13.4.4.";10 month after end of Fiscal Year;31/10/2023;1
31 October, i.e. 1 month prior to the due date of filing the income tax return, following the relevant financial year;10 month after end of Fiscal Year;31/10/2023;1
"The deadline for filing a TP report is 1 October of the year following the year to be reported.

A taxpayer that is incapable of complying with the filing deadline due to war actions may be released from the filing obligation, if its incapability has been confirmed in accordance with the procedure approved by the Ministry of Finance (Order No. 225 of 29 July 2022)";10 month after end of Fiscal Year;31/10/2023;1
No later than 1 October after the last day of the reporting fiscal year;10 month after end of Fiscal Year;31/10/2023;1
"Must be submitted according to a schedule that the DIAN publishes every year:

- between 11 and 24 September 2018 for fiscal year 2017 (see
               Decree 1951 of 28 November 2017)

- between 9 and 22 July 2019 for fiscal year 2018 (see
               Decree 2442 of 27 December 2018)

- between 10 and 23 December 2020 for reporting fiscal year 2019 (see
               Decree 2345 of 23 December 2019)

- between 10 and 23 December 2021 for fiscal year 2020 (see
               Decree 1680 of 17 December 2020) and

- between 12 and 23 December 2022 for fiscal year 2021 (see
               Decree 1778 of 20 December 2021)";11 month after end of Fiscal Year;30/11/2023;1
To be covered by the Italian penalty protection regime, the Master File should be prepared no later than the statutory due date for the filing of the corporate income tax return (within 11 months after the last day of the reporting fiscal year) and should be submitted within 20 days upon the request of the tax authorities;11 month after end of Fiscal Year;30/11/2023;1
To be covered by the Italian penalty protection regime, the Local File should be prepared no later than the statutory due date for the filing of the corporate income tax return (within 11 months after the last day of the reporting fiscal year) and should be submitted within 20 days upon the request of the tax authorities;11 month after end of Fiscal Year;30/11/2023;1
The TP documentation must be prepared no later than the statutory deadline for the filing of the corporate income tax return (within 11 months after the last day of the reporting fiscal year) and must be submitted afterwards within 10 days upon request from the tax authorities;11 month after end of Fiscal Year;30/11/2023;1
No later than 11 months after the last day of the reporting fiscal year along with the filing of the corporate tax return;11 month after end of Fiscal Year;30/11/2023;1
The deadline for filing Form 232 is on the 11th month after the end of the fiscal year to which the information refers. For the tax year beginning in 2020, the deadline to file Form 232 is by 30 November 2020;11 month after end of Fiscal Year;30/11/2023;1
Together with corporate tax return on or before 30 November 2021 for assessment year 2020/2021;11 month after end of Fiscal Year;30/11/2023;1
No later than the due date for furnishing the return of income for the relevant accounting year, i.e. 30 November of the assessment year;11 month after end of Fiscal Year;30/11/2023;1
"If the Guernsey resident is the UPE or SPE:

- no later than 6 months after the last day of the reporting fiscal year of the MNE group

If the Guernsey resident is a CE:

- by 30 November in the year following the last day of the accounting period (the date of filing the company tax return)";11 month after end of Fiscal Year;30/11/2023;1
For UPEs and SPEs, no later than 6 months from the last day of the reporting year of the group. For other constituent entities in an MNE group, by 30 November following the fiscal year end.;11 month after end of Fiscal Year;30/11/2023;1
No later than 12 months after the last day of the reporting fiscal year of the multinational enterprise (MNE) group;12 month after end of Fiscal Year;31/12/2023;1
No later than 12 months after the last day of the reporting fiscal year of the MNE group;12 month after end of Fiscal Year;31/12/2023;1
No later than 12 months after the last day of the reporting fiscal year of the MNE group. The first reports were due by 31 December 2021;12 month after end of Fiscal Year;31/12/2023;1
No later than 12 months after the end of the multinational enterprise (MNE) group's fiscal year. For MNE groups with a 31 December 2021 fiscal year-end, the first CbC report filing deadline will be 31 December 2022;12 month after end of Fiscal Year;31/12/2023;1
Within 12 months after the last day of the reporting fiscal year of the MNE group;12 month after end of Fiscal Year;31/12/2023;1
No later than 12 months following each financial year;12 month after end of Fiscal Year;31/12/2023;1
12 months after fiscal year-end;12 month after end of Fiscal Year;31/12/2023;1
No later than 31 December of the following year after the last day of the reporting fiscal year of the MNE group;12 month after end of Fiscal Year;31/12/2023;1
Within 1 year from the end of the reporting fiscal year;12 month after end of Fiscal Year;31/12/2023;1
12 months after the end of the reporting period. E.g. for tax year 2020 the CbC report should be filed on 31 December 2021 at the latest;12 month after end of Fiscal Year;31/12/2023;1
Within 12 months following the fiscal year-end;12 month after end of Fiscal Year;31/12/2023;1
No later than 31 December of the next year of the reporting fiscal year of the MNE group;12 month after end of Fiscal Year;31/12/2023;1
12 months after the last day of the reporting fiscal year of the MNE group;12 month after end of Fiscal Year;31/12/2023;1
No later than 12 months after the last day of the reporting fiscal year;12 month after end of Fiscal Year;31/12/2023;1
CbC report should be filed within 12 months of the last day of the fiscal year to which it relates, i.e. the first filing was at 31 December 2017 for FY 2016;12 month after end of Fiscal Year;31/12/2023;1
"No later than 12 months after the last day of the reporting fiscal year of the MNE group for Indian resident parent entities (UPE) or alternate reporting entities (ARE)

No later than 12 months after the last day of the reporting fiscal year of the non-Indian resident UPE for Indian constituent entities and AREs";12 month after end of Fiscal Year;31/12/2023;1
CbC reports must be filed with Revenue within 12 months of the end of the relevant accounting period;12 month after end of Fiscal Year;31/12/2023;1
No later than 12 months and a day after the last day of the reporting fiscal year of the MNE group;12 month after end of Fiscal Year;31/12/2023;1
As per the Amendment No. 261, the obligation to file the CbC reporting applies for every tax year, within 1 year from the end of the tax year;12 month after end of Fiscal Year;31/12/2023;1
No later than 1 year and 1 day after the last day of the reporting fiscal year of the MNE group;12 month after end of Fiscal Year;31/12/2023;1
12 months after the end of the accounting period;12 month after end of Fiscal Year;31/12/2023;1
No later than 12 months after the last day of the reporting fiscal year of the multinational group;12 month after end of Fiscal Year;31/12/2023;1
12 months after the end of the relevant accounting period;12 month after end of Fiscal Year;31/12/2023;1
"No later than 12 months after the last day of the group’s reporting

financial year";12 month after end of Fiscal Year;31/12/2023;1
No later than 12 months after the last day of the reporting fiscal year of the MNE group (only electronic filing allowed);12 month after end of Fiscal Year;31/12/2023;1
The notification (at year-end) and the CbC report (1 year after notification) can both be filed in electronic format;12 month after end of Fiscal Year;31/12/2023;1
No later than 12 months after the last day of the reporting financial year of the MNE group;12 month after end of Fiscal Year;31/12/2023;1
"No later than 12 months after the last day of the reporting fiscal year of the MNE group (for all Mexican ultimate parent entities, and for surrogate Mexican parent entities whose holding company’s or reporting entity’s fiscal year ends between December and May)

No later than 31 December of the following fiscal year after the last day of the reporting fiscal year of the MNE group (for surrogate Mexican parent entities whose holding company’s or reporting entity’s fiscal year ends between June and November)";12 month after end of Fiscal Year;31/12/2023;1
Within 12 months after the end of the reporting fiscal year of the MNE group;12 month after end of Fiscal Year;31/12/2023;1
The CbC report needs to be filed within 12 months after the end of the financial year. The deadline for filing the first CbC report was 31 December 2017 (i.e. for book years following the calendar year);12 month after end of Fiscal Year;31/12/2023;1
The report for a period must be provided to the Commissioner by the date that is 12 months after the end of the reporting period;12 month after end of Fiscal Year;31/12/2023;1
12 months after the expiry of the financial year;12 month after end of Fiscal Year;31/12/2023;1
"No later than 12 months after the last day of the Reporting Fiscal Year of the MNE Group. 

SRO 773(I)/2020 issued on 24 August 2020 has set the deadline at 31 March of each year by inserting new rule 78L in ITR 2002";12 month after end of Fiscal Year;31/12/2023;1
The CbC report must be submitted within a 12-month period after the end of the fiscal year being reported;12 month after end of Fiscal Year;31/12/2023;1
No later than 12 months after the last day of the reporting fiscal year of the MNE group. The filing can take place using domestic authorized tax filing software (“e-Deklaracje”);12 month after end of Fiscal Year;31/12/2023;1
No later than 12 months after the end of the reporting fiscal of the MNE group;12 month after end of Fiscal Year;31/12/2023;1
By 31 December of the year following the reporting fiscal year;12 month after end of Fiscal Year;31/12/2023;1
Not later than 12 months after the last day of the reporting year of the multinational (MNE) group;12 month after end of Fiscal Year;31/12/2023;1
No later than 12 months after the end of the reporting fiscal year of the MNE group;12 month after end of Fiscal Year;31/12/2023;1
No later than 12 months after the last day of the reporting fiscal year of the MNE group – See Regulation 8(2) of CbCR MNE Groups Regulations 2019;12 month after end of Fiscal Year;31/12/2023;1
No later than 12 months after the last day of the reporting fiscal year of the MNE group. The deadline to file returns for reporting fiscal years commencing before 1 March 2016 had been extended to 28 February 2018 by Public Notice 1308;12 month after end of Fiscal Year;31/12/2023;1
The CbC report must be filed within 12 months after the end of the reported fiscal year;12 month after end of Fiscal Year;31/12/2023;1
"No later than 12 months after the last day of the reporting fiscal year of the MNE group

Inland Revenue Department (IRD) issued public notice of 16 March 2022 to file the CbC report in the prescribed format on or before 31 March 2022, for the reporting fiscal year of the MNE group beginning on 1 April 2020. The public notice is available at:


               http://www.ird.gov.lk/ta/Lists/Latest%20News%20and%20Notices/Attachments/401/PN_TP_2022%E2%80%9301_16032022_E.pdf";12 month after end of Fiscal Year;31/12/2023;1
The CbC reporting is to be filed no later than 12 months after the end of the reporting year;12 month after end of Fiscal Year;31/12/2023;1
It should be filed electronically to the Turkish Revenue Administration (TRA) by the end of the twelfth month following the end of the fiscal year;12 month after end of Fiscal Year;31/12/2023;1
12 months from the end of the relevant period;12 month after end of Fiscal Year;31/12/2023;1
"Within 12 months following the end of the reporting fiscal year, except for fiscal years ended:

- between 31 December 2017 and 30 November 2018: within 15 months after the last day of the reporting fiscal year

- before 31 December 2017, within 16 months after the last day of the reporting fiscal year (i.e. by 30 April 2019 instead of 31 March 2019)

- between 1 January 2019 and 28 February 2019, by 15 March 2020 and

- between 1 January 2020 and 31 January 2020, by 28 February 2021";12 month after end of Fiscal Year;31/12/2023;1
No later than 12 months from the financial year-end of the ultimate parent company;12 month after end of Fiscal Year;31/12/2023;1
No later than between the 23rd day and the 27th day of the 12th month after the end of the fiscal year, according to the final digit of the Individual Tax Identification Code;12 month after end of Fiscal Year;31/12/2023;1
No later than 12 months after the last day of the reporting period. An online reporting system (i.e. MyMinfinPro) for the filing of the Master File is available as from 1 October 2017;12 month after end of Fiscal Year;31/12/2023;1
Must be prepared no later than 12 months after the last day of the reporting fiscal year of the ultimate holding company of the group and must be submitted within 30 days upon request from the tax authorities;12 month after end of Fiscal Year;31/12/2023;1
Within 1 year after the end of the fiscal year;12 month after end of Fiscal Year;31/12/2023;1
Must be prepared no later than 12 months after the last day of the reporting fiscal year of the UPE and must be submitted afterwards within 3 working days upon request from the tax authorities during a tax inspection;12 month after end of Fiscal Year;31/12/2023;1
Master File must be submitted within 12 months after the end of the tax year including detailed information;12 month after end of Fiscal Year;31/12/2023;1
The Master File is to be filed upon request by the tax administration within 12 months following the date of request;12 month after end of Fiscal Year;31/12/2023;1
No later than 12 months after the last day of the reporting fiscal year (only electronic filing allowed);12 month after end of Fiscal Year;31/12/2023;1
"Must be submitted no later than 12 months after the last day of the reporting fiscal year if:

- the amount of the controlled transactions exceeds EUR 15 million or

- the taxpayer’s turnover exceeds EUR 50 million and the amount of the controlled transactions exceeds EUR 5 million

Must be prepared no later than 12 months after the last day of the fiscal year and submitted within 1 month upon request of the tax authorities if the taxpayer’s turnover does not exceed EUR 50 million and the amount of the controlled transactions exceeds EUR 5 million but does not exceed EUR 15 million";12 month after end of Fiscal Year;31/12/2023;1
"No later than 12 months after the last day of the reporting fiscal year of the MNE group (for all Mexican ultimate parent entities, and for surrogate Mexican parent entities whose holding company’s or reporting entity’s fiscal year ends between December and May)

No later than 31 December of the fiscal year following the reporting fiscal year of the MNE group (for surrogate Mexican parent entities whose holding company’s or reporting entity’s fiscal year ends between June and November)";12 month after end of Fiscal Year;31/12/2023;1
Within 3 months upon request of the FTS. The FTS is entitled to request the Master File no earlier than 12 months and no later than 36 months after the last day of the reporting fiscal year;12 month after end of Fiscal Year;31/12/2023;1
"In the case of a reporting entity with full CbC filing obligation in South Africa, a return must be submitted within 12 months from the last day of the reporting fiscal year (applicable for fiscal years commencing on or after 1 January 2016)

In the case where the MNE groups do not have CbC filing obligation in South Africa but the aggregate of a person’s potentially affected transactions exceeds ZAR 100 million, a return must be submitted within 12 months from the date on which the person’s financial year ends (applicable for fiscal years commending on or after 1 October 2016)";12 month after end of Fiscal Year;31/12/2023;1
Must be prepared no later than 12 months after the last day of the reporting fiscal year and must be submitted within 90 calendar days afterwards upon request from the tax authorities. Such request cannot be sent later than 36 months after the last day of the reporting fiscal year;12 month after end of Fiscal Year;31/12/2023;1
Within 12 months following the end of the reporting fiscal year;12 month after end of Fiscal Year;31/12/2023;1
No later than 12 months after the last day of the income tax year;12 month after end of Fiscal Year;31/12/2023;1
Local File must be submitted within 12 months after the end of the tax year including detailed information;12 month after end of Fiscal Year;31/12/2023;1
Within 12 months after the end of the relevant accounting period;12 month after end of Fiscal Year;31/12/2023;1
"Must be submitted no later than 12 months after the last day of the reporting fiscal year if the amount of the controlled transactions exceeds EUR 5 million

Must be prepared no later than 12 months after the last day of the fiscal year and submitted within 1 month upon request of the tax authorities if the amount of the controlled transactions exceeds EUR 250,000 but does not exceed EUR 5 million";12 month after end of Fiscal Year;31/12/2023;1
Not later than 31 December of the next fiscal year;12 month after end of Fiscal Year;31/12/2023;1
"In the case of a reporting entity with full CbC filing obligation, a return must be submitted within 12 months from the last day of the reporting fiscal year (applicable for fiscal years commencing on or after 1 January 2016)

In the case where the MNE groups do not have CbC filing obligation in South Africa but the aggregate of a person’s potentially affected transactions exceeds ZAR 100 million, a return must be submitted within 12 months from the date on which the person’s financial year ends (applicable for fiscal years commending on or after 1 October 2016)";12 month after end of Fiscal Year;31/12/2023;1
Must be prepared before the due date for the filing of the corporate income tax return for penalty protection purposes;12 month after end of Fiscal Year;31/12/2023;1
Must be prepared within 12 months after the last day of the fiscal year and submitted within 1 month upon request of the tax authorities;12 month after end of Fiscal Year;31/12/2023;1
Within 12 months from the end of the reporting fiscal year of the MNE group;12 month after end of Fiscal Year;31/12/2023;1
Within 12 months of the end of the reporting fiscal year, except the deadline was 31 March 2018 in respect of fiscal years which began from 1 January to 31 March 2016;12 month after end of Fiscal Year;31/12/2023;1
"Must be submitted within 12 months of the last day of the reporting fiscal year, according to a schedule that the DIAN publishes every year:

- between 12 and 23 February 2018 for fiscal year 2016 (see
               Resolution 71 of 28 December 2017)

- between 10 and 21 December 2018 for fiscal year 2017 (see
               Decree 1951 of 28 November 2017)

- between 10 and 23 December 2019 for fiscal year 2018 (see
               Decree 2442 of 27 December 2018)

- between 10 and 23 December 2020 for fiscal year 2019 (see
               Decree 2345 of 23 December 2019)

- between 10 and 23 December 2021 for fiscal year 2020 (see
               Decree 1680 of 17 December 2020) and

- between 12 and 16 December 2022 for fiscal year 2021 (see
               Decree 1778 of 20 December 2021)";12 month after end of Fiscal Year;31/12/2023;1
12 months after the end of the relevant accounting period or the date specified in the assessor’s notice, whichever is the earlier;12 month after end of Fiscal Year;31/12/2023;1
No later than 12 months after the last day of the reporting fiscal year of the MNE group if the UPE or the surrogate parent entity is a Russian tax resident or within the time period set by the FTS in its request for CbC reports which cannot be lower than 3 months from the date of receipt by the taxpayer of the request;12 month after end of Fiscal Year;31/12/2023;1
No later than 12 months after the last day of the reporting fiscal year of the MNE group, except for fiscal years that began on or before 31 March 2020, for which the deadline is 31 March 2022;12 month after end of Fiscal Year;31/12/2023;1
Last day of the reporting fiscal year of the MNE group;12 month after end of Fiscal Year;31/12/2023;1
"No later than the last day of the reporting fiscal year of the MNE group 

Notification is a one-off process and does not need to be repeated annually. However changes must be reported via the CbC reporting portal by the end of the fiscal year during which they occur";12 month after end of Fiscal Year;31/12/2023;1
No later than 12 months after the last day of the fiscal year;12 month after end of Fiscal Year;31/12/2023;1
A notification must be filed within 12 months after the end of fiscal year;12 month after end of Fiscal Year;31/12/2023;1
"UPE or SPE status:

- no later than 6 months following the last day of the first reporting fiscal year of the MNE group

Identity and tax residence of reporting entity:

- no later than 1 year and a day following the last day of the reporting fiscal year of the MNE group";12 month after end of Fiscal Year;31/12/2023;1
Same as the tax return usually by 31 December of the following year;12 month after end of Fiscal Year;31/12/2023;1
No later than the last day for filing a tax return of that constituent entity for the preceding fiscal year (i.e. within 9 months from the end of the company’s fiscal year or 31 March of the following calendar year, whichever is later);12 month after end of Fiscal Year;31/12/2023;1
The CbC report notification must be submitted within 12 months after the end of the relevant fiscal year;12 month after end of Fiscal Year;31/12/2023;1
No later than 12 months after the last day of the reporting fiscal year of such MNE group;12 month after end of Fiscal Year;31/12/2023;1
"12/31/2021 (FYE 12/2020)
[Within 12 mo. of year-end]";12 month after end of Fiscal Year;31/12/2023;1
Within 12 mo. of year-end;12 month after end of Fiscal Year;31/12/2023;1
"No requirement
(See Notes)";12 month after end of Fiscal Year;31/12/2023;1
"Within 12 mo. of year-end
(See Notes)";12 month after end of Fiscal Year;31/12/2023;1
"01/01/2022 (FYE 12/2020)
[12 months and a day after
year-end]";12 month after end of Fiscal Year;31/12/2023;1
12 months after the end of the reporting fiscal year;12 month after end of Fiscal Year;31/12/2023;1
31 December of the fiscal year following the reporting fiscal year;12 month after end of Fiscal Year;31/12/2023;1
For Constituent Entities that are not reporting entities, no later than one year and a day following the last day of the reporting fiscal year.;12 month after end of Fiscal Year;31/12/2023;1
No later than 12 months after the last day of the reporting fiscal year;12 month after end of Fiscal Year;31/12/2023;1
No later than 12 months after the last day of the reporting fiscal year of such MNE group;12 month after end of Fiscal Year;31/12/2023;1
Within 12 months after the end of the fiscal year.;12 month after end of Fiscal Year;31/12/2023;1
Within 12 months of the fiscal year end;12 month after end of Fiscal Year;31/12/2023;1
